,full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
297,José Diogo Dalot Teixeira,21,921715200,Premier League,2018/2019,Defender,Manchester United,1015,525,490,Portugal,16,6,6,0,0,0,2,2,0,0,0,2,0,2,18,8,10,3,0,0.18,0.18,0.0,0.0,0.0,0,1.6,56,63,338,508,0.27,283,83,131,17
298,Jose Holebas,36,457142400,Premier League,2018/2019,Defender,Watford,2394,1224,1170,Greece,28,14,13,3,2,1,6,5,1,0,0,5,3,2,38,20,18,13,1,0.34,0.23,0.11,0.15,0.08,798,1.43,63,86,171,399,0.53,149,50,105,7
299,Jose Izquierdo,28,710467200,Premier League,2018/2019,Forward,Brighton & Hove Albion,794,365,429,Colombia,15,4,5,0,0,0,1,0,1,0,0,5,3,2,8,4,4,1,0,0.11,0.11,0.0,0.0,0.0,0,0.91,99,53,794,794,0.11,265,142,-1,21
300,Joselu Mato,30,638496000,Premier League,2018/2019,Forward,Newcastle United,586,308,278,Spain,16,3,2,2,2,0,0,0,0,0,0,4,2,2,12,8,4,1,0,0.31,0.0,0.31,0.58,0.0,293,1.84,49,37,586,0,0.15,61,265,-1,5
301,Joseph Willock,20,935107200,Premier League,2018/2019,Midfielder,Arsenal,64,0,64,England,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,32,0,0,0.0,-1,-1,-1,16
302,Josh Benson,20,944352000,Premier League,2018/2019,Midfielder,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
303,Josh Knight,22,873590400,Premier League,2018/2019,Defender,Leicester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
304,Josh Murphy,25,793584000,Premier League,2018/2019,Forward,Cardiff City,1825,1123,702,England,29,14,8,3,2,1,2,1,1,0,0,7,4,3,27,20,7,2,0,0.25,0.1,0.15,0.16,0.13,608,1.33,68,63,913,913,0.1,124,150,-1,6
305,Joshua King,28,695433600,Premier League,2018/2019,Forward,AFC Bournemouth,2974,1563,1411,Norway,35,18,16,12,9,3,3,3,0,5,1,9,6,3,54,20,34,3,0,0.45,0.09,0.36,0.52,0.19,248,1.63,55,85,991,991,0.09,48,158,-1,2
306,Joshua Sims,23,859507200,Premier League,2018/2019,Midfielder,Southampton,209,139,70,England,7,1,1,0,0,0,1,1,0,0,0,1,0,1,5,3,2,0,0,0.43,0.43,0.0,0.0,0.0,0,2.15,42,30,0,209,0.0,-1,-1,-1,20
307,Juan Foyth,22,884563200,Premier League,2018/2019,Defender,Tottenham Hotspur,930,450,480,Argentina,12,5,5,1,0,1,0,0,0,0,0,4,3,1,10,2,8,4,1,0.1,0.0,0.1,0.0,0.19,930,0.97,93,78,186,0,0.48,162,334,26,14
308,Juan Mata,32,578188800,Premier League,2018/2019,Midfielder,Manchester United,1294,833,461,Spain,22,10,6,3,3,0,2,2,0,0,0,4,2,2,14,6,8,3,0,0.35,0.14,0.21,0.32,0.0,431,0.97,92,59,431,647,0.21,92,103,-1,6
309,Julian Speroni,41,295833600,Premier League,2018/2019,Goalkeeper,Crystal Palace,90,0,90,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,30,90,0,0,0.0,-1,-1,-1,15
310,Juninho Bacuna,22,870912000,Premier League,2018/2019,Midfielder,Huddersfield Town,1414,722,692,Netherlands,21,8,8,1,0,1,0,0,0,0,0,2,2,0,36,15,21,4,0,0.06,0.0,0.06,0.0,0.13,1414,2.29,39,67,354,0,0.25,215,325,-1,7
311,Junior Stanislas,30,628041600,Premier League,2018/2019,Midfielder,AFC Bournemouth,1027,559,468,England,23,6,5,2,1,1,3,3,0,1,0,7,4,3,24,8,16,1,0,0.44,0.26,0.18,0.16,0.19,514,2.1,43,45,1027,342,0.09,104,35,-1,7
312,Jurgen Locadia,26,752630400,Premier League,2018/2019,Forward,Brighton & Hove Albion,1227,590,637,Netherlands,26,6,6,2,2,0,0,0,0,0,0,4,3,1,19,9,10,1,0,0.15,0.0,0.15,0.31,0.0,614,1.39,65,47,1227,0,0.07,119,281,-1,7
313,Kadeem Harris,27,739497600,Premier League,2018/2019,Midfielder,Cardiff City,366,133,233,England,13,1,2,1,1,0,0,0,0,0,0,4,1,3,5,1,4,1,0,0.25,0.0,0.25,0.68,0.0,366,1.23,73,28,366,0,0.25,79,262,-1,11
314,Karl Darlow,29,655344000,Premier League,2018/2019,Goalkeeper,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
315,Karlan Ahearne-Grant,22,882489600,Premier League,2018/2019,Forward,Huddersfield Town,874,331,543,England,13,3,6,4,2,2,0,0,0,0,0,1,1,0,22,7,15,0,0,0.41,0.0,0.41,0.54,0.33,219,2.27,40,67,0,0,0.0,32,307,-1,1
316,Kasper Schmeichel,33,531532800,Premier League,2018/2019,Goalkeeper,Leicester City,3420,1710,1710,Denmark,38,19,19,0,0,0,0,0,0,0,0,10,6,4,43,18,25,3,0,0.0,0.0,0.0,0.0,0.0,0,1.13,80,90,1140,0,0.08,342,302,50,25
317,Kayne Ramsey,19,971136000,Premier League,2018/2019,Midfielder,Southampton,90,90,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,30,90,0,0,0.0,-1,-1,-1,19
318,Kazaiah Sterling,21,910569600,Premier League,2018/2019,Forward,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
319,Kelechi Iheanacho,23,844300800,Premier League,2018/2019,Forward,Leicester City,926,408,518,Nigeria,30,4,5,1,1,0,3,2,1,0,0,6,4,2,11,5,6,2,0,0.39,0.29,0.1,0.22,0.0,926,1.07,84,31,463,309,0.19,169,24,-1,13
320,Kelland Watts,20,941587200,Premier League,2018/2019,Midfielder,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
321,Ken Sema,26,749347200,Premier League,2018/2019,Midfielder,Watford,755,301,454,Sweden,17,4,5,1,0,1,2,1,1,0,0,6,4,2,8,3,5,1,0,0.36,0.24,0.12,0.0,0.2,755,0.95,94,44,755,378,0.12,146,46,-1,14
322,Kenneth Zohore,26,759974400,Premier League,2018/2019,Forward,Cardiff City,746,388,358,Denmark,19,3,4,1,0,1,1,0,1,0,0,5,2,3,15,9,6,1,0,0.24,0.12,0.12,0.0,0.25,746,1.81,50,39,746,746,0.12,141,128,-1,12
323,Kepa Arrizabalaga,25,781142400,Premier League,2018/2019,Goalkeeper,Chelsea,3240,1620,1620,Spain,36,18,18,0,0,0,0,0,0,0,0,14,9,5,38,12,26,2,0,0.0,0.0,0.0,0.0,0.0,0,1.06,85,90,1620,0,0.06,364,363,38,24
324,Kevin De Bruyne,29,678067200,Premier League,2018/2019,Midfielder,Manchester City,974,477,497,Belgium,19,5,6,2,2,0,2,0,2,0,0,12,6,6,3,1,2,2,0,0.37,0.18,0.18,0.38,0.0,487,0.28,325,51,487,487,0.18,110,73,-1,10
325,Kevin Long,29,650937600,Premier League,2018/2019,Defender,Burnley,513,90,423,Republic of Ireland,6,1,4,0,0,0,1,0,1,0,0,1,0,1,7,2,5,0,0,0.18,0.18,0.0,0.0,0.0,0,1.23,73,86,0,513,0.0,293,72,70,15
326,Kevin McDonald,31,594604800,Premier League,2018/2019,Midfielder,Fulham,842,399,443,Scotland,15,5,5,0,0,0,0,0,0,0,0,0,0,0,25,12,13,6,1,0.0,0.0,0.0,0.0,0.0,0,2.67,34,56,140,0,0.64,317,410,-1,25
327,Kieran Dowell,22,876441600,Premier League,2018/2019,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
328,Kieran Trippier,29,653702400,Premier League,2018/2019,Defender,Tottenham Hotspur,2278,1188,1090,England,27,13,13,1,1,0,3,0,3,0,0,10,5,5,20,10,10,2,0,0.16,0.12,0.04,0.08,0.0,2278,0.79,114,84,1139,759,0.08,239,124,19,12
329,Konstantinos Mavropanos,22,881798400,Premier League,2018/2019,Defender,Arsenal,150,46,104,Greece,4,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.6,150,38,150,0,0.6,-1,-1,-1,19
330,Kortney Hause,25,805852800,Premier League,2018/2019,Defender,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
331,Kurt Zouma,25,783216000,Premier League,2018/2019,Defender,Everton,2610,1350,1260,France,32,15,14,2,1,1,2,0,2,0,0,11,8,3,37,17,20,5,1,0.14,0.07,0.07,0.07,0.07,1305,1.28,71,82,522,1305,0.17,197,185,83,7
332,Kyle Taylor,20,935798400,Premier League,2018/2019,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
333,Kyle Walker,30,643852800,Premier League,2018/2019,Defender,Manchester City,2777,1245,1532,England,33,13,17,1,1,0,1,0,1,0,0,18,7,11,17,9,8,3,0,0.06,0.03,0.03,0.07,0.0,2777,0.55,163,84,926,2777,0.1,250,248,9,14
334,Kyle Walker-Peters,23,860889600,Premier League,2018/2019,Defender,Tottenham Hotspur,374,272,102,England,6,3,1,0,0,0,3,3,0,0,0,3,2,1,4,2,2,1,0,0.72,0.72,0.0,0.0,0.0,0,0.96,94,62,374,125,0.24,357,1,25,21
335,Laurent Depoitre,31,597456000,Premier League,2018/2019,Forward,Huddersfield Town,1059,446,613,Belgium,23,3,7,0,0,0,1,0,1,0,0,3,2,1,22,6,16,1,0,0.08,0.08,0.0,0.0,0.0,0,1.87,48,46,1059,1059,0.08,331,170,-1,27
336,Laurent Koscielny,34,495158400,Premier League,2018/2019,Defender,Arsenal,1328,484,844,France,17,5,8,3,2,1,0,0,0,0,0,4,3,1,21,5,16,1,0,0.2,0.0,0.2,0.37,0.11,443,1.42,63,78,1328,0,0.07,93,295,103,7
337,Lazar Markovic,26,762566400,Premier League,2018/2019,Midfielder,Fulham,44,0,44,Serbia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,44,0,0,0.0,-1,-1,-1,16
338,Leander Dendoncker,25,797904000,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,1469,635,834,Belgium,19,7,10,2,1,1,0,0,0,0,0,4,4,0,19,6,13,1,0,0.12,0.0,0.12,0.14,0.11,735,1.16,77,77,1469,0,0.06,144,331,-1,8
339,Leandro Bacuna,28,682732800,Premier League,2018/2019,Midfielder,Cardiff City,554,302,252,Curaçao,11,2,2,0,0,0,0,0,0,0,0,4,2,2,11,10,1,2,0,0.0,0.0,0.0,0.0,0.0,0,1.79,50,50,277,0,0.32,281,309,-1,25
340,Lee Grant,37,412473600,Premier League,2018/2019,Goalkeeper,Manchester United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
341,Lee Peltier,33,534643200,Premier League,2018/2019,Defender,Cardiff City,1542,521,1021,England,20,6,11,0,0,0,0,0,0,0,0,6,2,4,21,9,12,4,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,77,386,0,0.23,352,392,72,21
342,Leighton Baines,35,471571200,Premier League,2018/2019,Defender,Everton,376,141,235,England,6,2,3,0,0,0,0,0,0,0,0,1,0,1,6,2,4,0,0,0.0,0.0,0.0,0.0,0.0,0,1.44,63,63,0,0,0.0,410,287,109,21
343,Leon Balogun,32,583459200,Premier League,2018/2019,Defender,Brighton & Hove Albion,591,309,282,Nigeria,8,2,3,1,1,0,0,0,0,0,0,0,0,0,9,5,4,2,0,0.15,0.0,0.15,0.29,0.0,591,1.37,66,74,296,0,0.3,121,292,97,12
344,Leo Bonatini,26,764812800,Premier League,2018/2019,Forward,Wolverhampton Wanderers,128,61,67,Brazil,7,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0,0,0,0,0.7,0.7,0.0,0.0,0.0,0,0.0,0,18,0,128,0.0,-1,-1,-1,14
345,Leroy Sane,24,821318400,Premier League,2018/2019,Midfielder,Manchester City,1867,1024,843,Germany,31,11,10,10,5,5,10,6,4,0,0,16,8,8,14,8,6,1,0,0.96,0.48,0.48,0.44,0.53,187,0.67,133,60,1867,187,0.05,20,4,-1,3
346,Lewis Cass,20,951609600,Premier League,2018/2019,Defender,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
347,Lewis Cook,23,854928000,Premier League,2018/2019,Midfielder,AFC Bournemouth,721,381,340,England,13,4,4,0,0,0,0,0,0,0,0,3,1,2,10,5,5,2,0,0.0,0.0,0.0,0.0,0.0,0,1.25,72,55,361,0,0.25,362,394,-1,24
348,Lewis Dunk,28,690681600,Premier League,2018/2019,Defender,Brighton & Hove Albion,3153,1550,1603,England,36,18,18,2,0,2,1,0,1,0,0,7,5,2,53,24,29,7,1,0.09,0.03,0.06,0.0,0.11,1577,1.51,59,88,450,3153,0.2,208,252,120,5
349,Loic Damour,29,663292800,Premier League,2018/2019,Midfielder,Cardiff City,21,4,17,France,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,8.57,11,11,0,0,0.0,-1,-1,-1,15
350,Loris Karius,27,740707200,Premier League,2018/2019,Goalkeeper,Liverpool,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
351,Luca de la Torre,22,895881600,Premier League,2018/2019,Midfielder,Fulham,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
352,Lucas Digne,27,743126400,Premier League,2018/2019,Defender,Everton,2990,1511,1479,France,35,17,16,4,2,2,4,2,2,0,0,14,9,5,36,16,20,6,1,0.24,0.12,0.12,0.12,0.12,748,1.08,83,85,427,748,0.21,140,122,42,5
353,Lucas Perez,31,589852800,Premier League,2018/2019,Forward,West Ham United,468,287,181,Spain,15,2,2,3,3,0,0,0,0,0,0,3,2,1,9,5,4,0,0,0.58,0.0,0.58,0.94,0.0,156,1.73,52,31,0,0,0.0,10,391,-1,6
354,Lucas Moura,27,713664000,Premier League,2018/2019,Midfielder,Tottenham Hotspur,2127,1040,1087,Brazil,32,12,13,10,6,4,0,0,0,0,0,12,7,5,16,9,7,3,0,0.42,0.0,0.42,0.52,0.33,213,0.68,133,66,709,0,0.13,30,279,-1,3
355,Lucas Torreira,24,823996800,Premier League,2018/2019,Midfielder,Arsenal,2377,1231,1146,Uruguay,34,12,12,2,2,0,2,0,2,0,0,6,5,1,35,10,25,8,1,0.15,0.08,0.08,0.15,0.0,1189,1.33,68,70,264,1189,0.34,184,169,-1,10
356,Luciano Vietto,26,755049600,Premier League,2018/2019,Forward,Fulham,983,549,434,Argentina,20,6,4,1,1,0,4,4,0,0,0,1,1,0,21,11,10,1,0,0.46,0.37,0.09,0.16,0.0,983,1.92,47,49,983,246,0.09,180,11,-1,8
357,Luka Milivojevic,29,670982400,Premier League,2018/2019,Midfielder,Crystal Palace,3420,1710,1710,Serbia,38,19,19,12,7,5,2,0,2,10,1,12,7,5,47,20,27,10,0,0.37,0.05,0.32,0.37,0.26,285,1.24,73,90,342,1710,0.26,58,210,-1,1
358,Luke Amos,23,856656000,Premier League,2018/2019,Midfielder,Tottenham Hotspur,2,0,2,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,0.0,-1,-1,-1,23
359,Luke Dreher,21,912124800,Premier League,2018/2019,Midfielder,Crystal Palace,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
360,Luke Shaw,25,805507200,Premier League,2018/2019,Defender,Manchester United,2592,1170,1422,England,29,13,16,1,1,0,4,2,2,0,0,6,1,5,36,16,20,11,0,0.17,0.14,0.03,0.08,0.0,2592,1.25,72,89,236,648,0.38,262,105,77,13
361,Lys Mousset,24,823737600,Premier League,2018/2019,Forward,AFC Bournemouth,345,96,249,France,24,0,1,1,0,1,0,0,0,0,0,5,4,1,13,4,9,1,0,0.26,0.0,0.26,0.0,0.36,345,3.39,27,14,345,0,0.26,74,336,-1,11
362,Maarten Stekelenburg,37,401500800,Premier League,2018/2019,Goalkeeper,Everton,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
363,Mamadou Sakho,30,634867200,Premier League,2018/2019,Defender,Crystal Palace,2417,1170,1247,France,27,13,14,0,0,0,0,0,0,0,0,9,5,4,32,10,22,2,0,0.0,0.0,0.0,0.0,0.0,0,1.19,76,90,1209,0,0.07,322,403,64,21
364,Manolo Gabbiadini,28,691113600,Premier League,2018/2019,Forward,Southampton,470,253,217,Italy,12,2,2,1,1,0,0,0,0,0,0,3,2,1,11,3,8,0,0,0.19,0.0,0.19,0.36,0.0,470,2.11,43,39,0,0,0.0,100,357,-1,12
365,Manuel Lanzini,27,729734400,Premier League,2018/2019,Midfielder,West Ham United,688,367,321,Argentina,10,4,4,1,0,1,1,0,1,0,0,2,2,0,11,5,6,2,0,0.26,0.13,0.13,0.0,0.28,688,1.44,63,69,344,688,0.26,132,111,-1,12
366,Marc Albrighton,30,627350400,Premier League,2018/2019,Midfielder,Leicester City,1626,797,829,England,27,10,8,2,1,1,2,1,1,0,0,9,5,4,17,8,9,3,0,0.22,0.11,0.11,0.11,0.11,813,0.94,96,60,542,813,0.17,154,140,-1,8
367,Marc Guehi,20,963446400,Premier League,2018/2019,Defender,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
368,Marc Navarro,25,804643200,Premier League,2018/2019,Defender,Watford,84,0,84,Spain,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.14,42,42,0,0,0.0,-1,-1,-1,15
369,Marc Pugh,33,544320000,Premier League,2018/2019,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
370,Marcos Alonso,29,662342400,Premier League,2018/2019,Defender,Chelsea,2761,1338,1423,Spain,31,15,16,2,1,1,4,3,1,0,0,14,8,6,28,9,19,6,0,0.2,0.13,0.07,0.07,0.06,1381,0.91,99,89,460,690,0.2,199,113,22,10
371,Marcus Bettinelli,28,706665600,Premier League,2018/2019,Goalkeeper,Fulham,630,270,360,England,7,3,4,0,0,0,0,0,0,0,0,0,0,0,19,7,12,1,0,0.0,0.0,0.0,0.0,0.0,0,2.71,33,90,630,0,0.14,296,283,174,14
372,Marcus Rashford,22,878256000,Premier League,2018/2019,Forward,Manchester United,2362,1293,1069,England,33,15,11,10,4,6,6,3,3,0,0,6,2,4,34,17,17,4,1,0.61,0.23,0.38,0.28,0.51,236,1.3,69,72,472,394,0.19,39,53,-1,3
373,Mario Lemina,26,746841600,Premier League,2018/2019,Midfielder,Southampton,1615,763,852,Gabon,21,9,9,1,0,1,1,0,1,0,0,4,2,2,32,12,20,5,0,0.11,0.06,0.06,0.0,0.11,1615,1.78,50,77,323,1615,0.28,211,195,-1,10
374,Mark Noble,33,547430400,Premier League,2018/2019,Midfielder,West Ham United,2308,1147,1161,England,31,14,15,5,2,3,5,4,1,4,0,7,4,3,29,12,17,7,1,0.39,0.19,0.19,0.16,0.23,462,1.13,80,74,289,462,0.31,96,67,-1,5
375,Mark Travers,21,926985600,Premier League,2018/2019,Goalkeeper,AFC Bournemouth,180,90,90,Republic of Ireland,2,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,2.5,36,90,0,0,0.0,-1,-1,-1,28
376,Marko Arnautovic,31,608947200,Premier League,2018/2019,Forward,West Ham United,2000,1083,917,Austria,28,13,11,10,7,3,4,1,3,1,0,5,3,2,31,17,14,3,0,0.63,0.18,0.45,0.58,0.29,200,1.4,65,71,667,500,0.14,26,76,-1,1
377,Markus Suttner,33,545529600,Premier League,2018/2019,Defender,Brighton & Hove Albion,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
378,Marouane Fellaini,32,564537600,Premier League,2018/2019,Midfielder,Manchester United,744,217,527,Belgium,14,1,5,0,0,0,1,0,1,0,0,2,1,1,13,2,11,1,0,0.12,0.12,0.0,0.0,0.0,0,1.57,57,53,744,744,0.12,341,129,-1,22
379,Martin Dubravka,31,600825600,Premier League,2018/2019,Goalkeeper,Newcastle United,3420,1710,1710,Slovakia,38,19,19,0,0,0,0,0,0,0,0,11,5,6,44,23,21,1,0,0.0,0.0,0.0,0.0,0.0,0,1.16,78,90,3420,0,0.03,345,319,58,18
380,Martin Kelly,30,641174400,Premier League,2018/2019,Defender,Crystal Palace,1110,660,450,England,13,7,5,0,0,0,0,0,0,0,0,3,2,1,18,11,7,2,0,0.0,0.0,0.0,0.0,0.0,0,1.46,62,85,555,0,0.16,326,350,110,18
381,Martin Montoya,29,671587200,Premier League,2018/2019,Defender,Brighton & Hove Albion,2166,1176,990,Spain,25,13,11,0,0,0,1,0,1,0,0,3,3,0,38,18,20,4,0,0.04,0.04,0.0,0.0,0.0,0,1.58,57,87,542,2166,0.17,294,229,128,13
382,Mason Greenwood,18,1001894400,Premier League,2018/2019,Midfielder,Manchester United,115,105,10,England,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.57,58,38,0,0,0.0,-1,-1,-1,27
383,Mason Holgate,23,845942400,Premier League,2018/2019,Defender,Everton,407,270,137,England,5,3,1,0,0,0,0,0,0,0,0,0,0,0,9,5,4,1,0,0.0,0.0,0.0,0.0,0.0,0,1.99,45,81,407,0,0.22,414,390,160,16
384,Matej Vydra,28,704678400,Premier League,2018/2019,Forward,Burnley,311,91,220,Czech Republic,13,1,2,1,1,0,1,0,1,0,0,1,1,0,4,0,4,1,0,0.58,0.29,0.29,0.99,0.0,311,1.16,78,24,311,311,0.29,66,23,-1,12
385,Mateo Kovacic,26,768182400,Premier League,2018/2019,Midfielder,Chelsea,1743,968,775,Croatia,32,12,9,0,0,0,2,1,1,0,0,12,8,4,18,4,14,3,0,0.1,0.1,0.0,0.0,0.0,0,0.93,97,54,581,872,0.15,291,151,-1,20
386,Mathew Ryan,28,702691200,Premier League,2018/2019,Goalkeeper,Brighton & Hove Albion,3060,1530,1530,Australia,34,17,17,0,0,0,0,0,0,0,0,6,4,2,52,25,27,2,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,90,1530,0,0.06,398,389,122,15
387,Mathias Jorgensen,30,640828800,Premier League,2018/2019,Defender,Huddersfield Town,2148,1248,900,Denmark,24,14,10,3,1,2,1,0,1,0,0,3,2,1,37,21,16,6,0,0.17,0.04,0.13,0.07,0.2,716,1.55,58,90,358,2148,0.25,129,235,125,2
388,Matt Butcher,23,863568000,Premier League,2018/2019,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
389,Matt Doherty,28,695520000,Premier League,2018/2019,Defender,Wolverhampton Wanderers,3147,1557,1590,Republic of Ireland,38,17,18,4,1,3,5,4,1,0,0,9,7,2,38,18,20,5,0,0.26,0.14,0.11,0.06,0.17,787,1.09,83,83,629,629,0.14,155,100,46,5
390,Matt Ritchie,30,621388800,Premier League,2018/2019,Midfielder,Newcastle United,2940,1557,1383,Scotland,36,19,16,2,1,1,8,2,6,1,1,11,5,6,37,21,16,9,0,0.31,0.24,0.06,0.06,0.07,1470,1.13,79,82,327,368,0.28,213,45,-1,6
391,Matt Targett,24,811382400,Premier League,2018/2019,Defender,Southampton,1185,483,702,England,16,5,8,1,1,0,3,2,1,0,0,1,0,1,24,10,14,2,0,0.3,0.23,0.08,0.19,0.0,1185,1.82,49,74,593,395,0.15,189,52,151,11
392,Matteo Darmian,30,628560000,Premier League,2018/2019,Defender,Manchester United,443,353,90,Italy,6,4,1,0,0,0,0,0,0,0,0,1,1,0,7,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0,1.42,63,74,0,0,0.0,411,280,102,25
393,Matteo Guendouzi,21,924048000,Premier League,2018/2019,Midfielder,Arsenal,2143,971,1172,France,33,10,13,0,0,0,0,0,0,0,0,4,3,1,28,9,19,9,0,0.0,0.0,0.0,0.0,0.0,0,1.18,77,65,238,0,0.38,386,405,-1,26
394,Matthew Connolly,32,559440000,Premier League,2018/2019,Defender,Cardiff City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
395,Matthew Lowton,31,613353600,Premier League,2018/2019,Defender,Burnley,1748,810,938,England,21,9,10,0,0,0,0,0,0,0,0,4,2,2,35,16,19,7,0,0.0,0.0,0.0,0.0,0.0,0,1.8,50,83,250,0,0.36,378,342,150,22
